Cod DCI,Denumirea Comuna Internationala (DCI),Cod DCI_sec,Denumirea comună internațională (DCI),Cod DC,Cod DC_sec,Denumirea comercială (DC),Cod ATC,coverage_type,Grupa maladiilor pentru compensare,"Cod CIM 
de diagnostic/limitare indicație",Firma producătoare,Ţara
802,ALLOPURINOLUM,,,8022001,,Milurit®,M04AA01,Partial,pentru maladie Guta,,"Egis Pharmaceuticals PLC, Ungaria(PROD: Egis Pharmaceuticals PLC, Ungaria; )",Ungaria
,AMBROXOLUM,227,,,2271002,Ambroxol 15,R05CB06,Full,pentru tratamentul episodic,,"Centrul Ştiinţific de Producere ""Uzina Chimico-Farmaceutică Borsceagov"" SAP, Ucraina(PROD: Centrul Ştiinţific de Producere ""Uzina Chimico-Farmaceutică Borsceagov"" SAP, Ucraina; )",Ucraina
,AMBROXOLUM,227,,,2271003,Ambroxol Biofarm,R05CB06,Full,pentru tratamentul episodic,,"Biofarm SA, SC",România
,AMBROXOLUM,227,,,2271005,Flavamed®,R05CB06,Full,pentru tratamentul episodic,,Berlin-Chemie AG (Menarini Group),Germania
,AMBROXOLUM,227,,,2271006,Pulmoxol™,R05CB06,Full,pentru tratamentul episodic,,Drogsan İlaçlari Sanayi ve Ticaret A.Ş.,Turcia
,AMBROXOLUM,227,,,2271007,Sekrol® Pediatric,R05CB06,Full,pentru tratamentul episodic,,Bilim Pharmaceuticals AS,Turcia
,AMBROXOLUM,227,,,2271009,Halixol®,R05CB06,Full,pentru tratamentul episodic,,Egis Pharmaceuticals PLC,Ungaria
,AMBROXOLUM,227,,,2271015,Ambrex® Pediatric,R05CB06,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia)",Turcia
,AMBROXOLUM,227,,,2271016,Abrol®,R05CB06,Full,pentru tratamentul episodic,,Kusum Pharm SRL,Ucraina
,AMBROXOLUM,227,,,2271017,Mucosolvan® Junior,R05CB06,Full,pentru tratamentul episodic,,"Sanofi S.P.A., Italia; Delpharm Reims, Franţa; Boehringer Ingelheim Espana SA, Spania",România
,AMBROXOLUM,227,,,2271019,Bronhocalm,R05CB06,Full,pentru tratamentul episodic,,"Eurofarmaco SA, ÎCS",Republica Moldova
,AMBROXOLUM,227,,,2271021,Ambrolytin® 15 mg/5 ml sirop,R05CB06,Full,pentru tratamentul episodic,,"SOPHARMA AD, Bulgaria(PROD: SOPHARMA AD, Bulgaria; )",Bulgaria
,AMBROXOLUM,227,,,2271020,Bronchoton Ambro,R05CB06,Full,pentru tratamentul episodic,,"Danhson-BG, Bulgaria(PROD: VETPROM AD, Bulgaria; )",Bulgaria
,AMBROXOLUM,227,,,2272001,Abrol®,R05CB06,Full,pentru tratamentul episodic,,Kusum Pharm SRL,Ucraina
,AMBROXOLUM,227,,,2272006,Ambroxol,R05CB06,Full,pentru tratamentul episodic,,Lekfarm SRL,Republica Belarus
,AMBROXOLUM,227,,,2272006,Ambroxol,R05CB06,Full,pentru tratamentul episodic,,Lekfarm SRL,Republica Belarus
,AMBROXOLUM,227,,,2272007,Ambroxol clorhidrat,R05CB06,Full,pentru tratamentul episodic,,"Centrul Ştiinţific de Producere ""Uzina Chimico-Farmaceutică Borsceagov"" SAP, Ucraina(PROD: Centrul Ştiinţific de Producere ""Uzina Chimico-Farmaceutică Borsceagov"" SAP, Ucraina; )",Ucraina
,AMBROXOLUM,227,,,2272009,Bronhocalm,R05CB06,Full,pentru tratamentul episodic,,"Eurofarmaco SA, ÎCS",Republica Moldova
,AMBROXOLUM,227,,,2272010,Flavamed®,R05CB06,Full,pentru tratamentul episodic,,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG, Germania; Berlin-Chemie AG (Menarini Group), Germania; Menarini-Von Heyden GmbH, Germania)",Germania
,AMBROXOLUM,227,,,2272011,Halixol®,R05CB06,Full,pentru tratamentul episodic,,Egis Pharmaceuticals PLC,Ungaria
,AMBROXOLUM,227,,,2272014,Mucosolvan®,R05CB06,Full,pentru tratamentul episodic,,"Sanofi Romania SRL, România(PROD: Boehringer Ingelheim Ellas AE, Grecia; ,Delpharm Reims, Franţa; )",România
,AMBROXOLUM,227,,,2272016,Sekrol®,R05CB06,Full,pentru tratamentul episodic,,Bilim Pharmaceuticals AS,Turcia
,AMBROXOLUM,227,,,2272019,Ambroxol-BP,R05CB06,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
,AMBROXOLUM,227,,,2272022,Ambroxol-KV,R05CB06,Full,pentru tratamentul episodic,,Uzina de vitamine din Kiev SAP,Ucraina
,AMBROXOLUM,227,,,2272023,Ambroxol,R05CB06,Full,pentru tratamentul episodic,,"UPM din Borisov SAD, Republica Belarus(PROD: UPM din Borisov SAD, Republica Belarus; )",Republica Belarus
,AMBROXOLUM,227,,,2272024,Ambrolytin® 30 mg comprimate,R05CB06,Full,pentru tratamentul episodic,,"SOPHARMA AD, Bulgaria(PROD: SOPHARMA AD, Bulgaria; )",Bulgaria
,AMBROXOLUM,227,,,2273001,Abrol®,R05CB06,Full,pentru tratamentul episodic,,Kusum Pharm SRL,Ucraina
,AMBROXOLUM,227,,,2273004,Bronhocalm,R05CB06,Full,pentru tratamentul episodic,,"Eurofarmaco SA, ÎCS",Republica Moldova
,AMBROXOLUM,227,,,2273005,Flavamed® forte,R05CB06,Full,pentru tratamentul episodic,,Berlin-Chemie AG (Menarini Group),Germania
,AMBROXOLUM,227,,,2273006,Ambrex®,R05CB06,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia)",Turcia
,AMBROXOLUM,227,,,2273009,Pulmoxol™,R05CB06,Full,pentru tratamentul episodic,,Drogsan İlaçlari Sanayi ve Ticaret A.Ş.,Turcia
,AMBROXOLUM,227,,,2273010,Sekrol®,R05CB06,Full,pentru tratamentul episodic,,Bilim Pharmaceuticals AS,Turcia
,AMBROXOLUM,227,,,2273011,Bronchoton Ambro,R05CB06,Full,pentru tratamentul episodic,,"Danhson-BG, Bulgaria(PROD: VETPROM AD, Bulgaria; )",Bulgaria
,AMBROXOLUM,227,,,2273012,Ambrolytin® 30 mg/5 ml sirop,R05CB06,Full,pentru tratamentul episodic,,"SOPHARMA AD, Bulgaria(PROD: SOPHARMA AD, Bulgaria; )",Bulgaria
,AMBROXOLUM,227,,,2274001,Flavamed®,R05CB06,Full,pentru tratamentul episodic,,"Berlin-Chemie AG (Menarini Group) (prod.: Hermes Arzneimittel GmbH, Germania)",Germania
804,AMINOPHYLLINUM,208,,8042001,2082001,Eufilin,R03DA05,Full,pentru tratamentul episodic,,UPM din Borisov SAD,Republica Belarus
804,AMINOPHYLLINUM,208,,8041002,2081002,Eufilin,R03DA05,Full,pentru tratamentul episodic,,UPM din Borisov SAD,Republica Belarus
018,AMIODARONUM,,,0181005,,Cordarone® 200 mg,C01BD01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanofi Romania SRL, România(PROD: Chinoin Private Co. Ltd, Ungaria; ,Sanofi Winthrop Industrie, Franţa; )",România
018,AMIODARONUM,,,0181012,,Rotaritmil,C01BD01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Rotapharm Limited, Marea Britanie(PROD: Rivopharm SA, Elveţia; )",Marea Britanie
018,AMIODARONUM,,,0181013,,Amiodaron- BP,C01BD01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
502,AMITRIPTYLINUM,,,5021004,,Amitriptylin,N06AA09,Full,Pentru tratamentul bolilor psihice,,"Zentiva a.s. (prod.: Saneca Pharmaceuticals a.s., Slovacia)",Slovacia
502,AMITRIPTYLINUM,,,5021006,,Amitriptilin,N06AA09,Full,Pentru tratamentul bolilor psihice,,"Uzina experimentală GNŢLS SRL (prod.: Compania farmaceutică ""Zdorovie"" SRL, Ucraina)",Ucraina
896,AMITRIPTYLINUM,,,8961004,,Amitriptylin,N06AA09,Full,pentru tratamentul episodic,,"Zentiva a.s. (prod.: Saneca Pharmaceuticals a.s., Slovacia)",Slovacia
896,AMITRIPTYLINUM,,,8961006,,Amitriptilin,N06AA09,Full,pentru tratamentul episodic,,"Uzina experimentală GNŢLS SRL (prod.: Compania farmaceutică ""Zdorovie"" SRL, Ucraina)",Ucraina
411,AMITRIPTYLINUM,,,4111001,,Amitriptylin,N06AA09,Full,Pentru tratamentul în Îngrijiri paliative,,"Zentiva a.s. (prod.: Saneca Pharmaceuticals a.s., Slovacia)",Slovacia
411,AMITRIPTYLINUM,,,4111002,,Amitriptilin,N06AA09,Full,Pentru tratamentul în Îngrijiri paliative,,"Uzina experimentală GNŢLS SRL (prod.: Compania farmaceutică ""Zdorovie"" SRL, Ucraina)",Ucraina
007,AMLODIPINUM,,,0071001,,Normodipine®,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Ungaria
007,AMLODIPINUM,,,0071005,,Tenox®,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto",Slovenia
007,AMLODIPINUM,,,0071024,,Amlodipină LPH® 5 mg,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Labormed Pharma SA,România
007,AMLODIPINUM,,,0071030,,Amlodipin,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Lekfarm SRL,Belarus
007,AMLODIPINUM,,,0071031,,MAC-Amlodipin,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Replek Farm Ltd.,Macedonia
007,AMLODIPINUM,,,0071034,,Samlopin®,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Kusum Pharm SRL,Ucraina
007,AMLODIPINUM,,,0071035,,Amlodipin-BP,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals  SRL, Republica Moldova(PROD: Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
007,AMLODIPINUM,,,0071035,,Amlodipin-BP,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
007,AMLODIPINUM,,,0072001,,Normodipine®,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Ungaria
007,AMLODIPINUM,,,0072004,,Tenox®,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto",Slovenia
007,AMLODIPINUM,,,0072012,,Amlodipin,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Lekpharm SRL,Republica Belarus
007,AMLODIPINUM,,,0072021,,Amlodipină LPH® 10 mg,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Labormed Pharma SA,România
007,AMLODIPINUM,,,0072025,,MAC-Amlodipin,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Replek Farm Ltd.,Macedonia
007,AMLODIPINUM,,,0072028,,Amlodipin-BP,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals  SRL, Republica Moldova(PROD: Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
081,AMLODIPINUM+VALSARTANUM,,,0811001,,Valodip®,C09DB01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA-Rus, Rusia; )",Slovenia
081,AMLODIPINUM+VALSARTANUM,,,0811002,,Difors,C09DB01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Acino Ucraina SRL, Ucraina(PROD: Pharma Start SRL, Ucraina; )",Ucraina
081,AMLODIPINUM+VALSARTANUM,,,0811003,,Amlodipino/Valsartan STADA,C09DB01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Laboratorio STADA, S.L., Spania(PROD: Stada Arzneimittel AG, Germania; )",Spania
081,AMLODIPINUM+VALSARTANUM,,,0812001,,Valodip®,C09DB01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA-Rus, Rusia; )",Slovenia
081,AMLODIPINUM+VALSARTANUM,,,0812002,,Difors,C09DB01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Acino Ucraina SRL, Ucraina(PROD: Pharma Start SRL, Ucraina; )",Ucraina
081,AMLODIPINUM+VALSARTANUM,,,0812003,,Amlodipino/Valsartan STADA,C09DB01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Laboratorio STADA, S.L., Spania(PROD: Stada Arzneimittel AG, Germania; )",Spania
805,AMOXICILLINUM,202,,8052024,2022024,Amoxicilin-BP,J01CA04,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
805,AMOXICILLINUM,202,,8052025,2022025,Amoxicilină Atb® 250 mg,J01CA04,Full,pentru tratamentul episodic,,"Antibiotice SA, SC",România
805,AMOXICILLINUM,202,,8053003,2023003,Amoxicilin-BP,J01CA04,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
805,AMOXICILLINUM,202,,8053005,2023005,Amoxicilină Atb® 500 mg,J01CA04,Full,pentru tratamentul episodic,,"Antibiotice SA, SC",România
805,AMOXICILLINUM,202,,8053008,,Amoxil,J01CA04,Full,pentru tratamentul episodic,,Kievmedpreparat SAP,Ucraina
805,AMOXICILLINUM,202,,8053012,2023012,Ospamox®,J01CA04,Full,pentru tratamentul episodic,,"Sandoz GmbH, Austria",Austria
805,AMOXICILLINUM,202,,8054001,2024001,Ospamox®,J01CA04,Full,pentru tratamentul episodic,,"Sandoz GmbH, Austria",Austria
805,AMOXICILLINUM,202,,8056001,2026001,Amoxicilin,J01CA04,Full,pentru tratamentul episodic,,"Zhuhai United Laboratories (Zhongshan) Co. Ltd, China",China
805,AMOXICILLINUM,202,,8056003,2026003,Amoxicilină,J01CA04,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: North China Pharmaceutical Co., Ltd, China; )",China
805,AMOXICILLINUM,202,,8056005,2026005,Amoxicillin 1 g,J01CA04,Full,pentru tratamentul episodic,,"Dita EstFarm SRL, Republica Moldova(PROD: Reyoung Pharmaceutical Co. Ltd., China; )",Republica Moldova
805,AMOXICILLINUM,202,,8056005,2026005,Amoxicillin 1 g,J01CA04,Full,pentru tratamentul episodic,,"Dita EstFarm SRL, Republica Moldova(PROD: Reyoung Pharmaceutical Co. Ltd., China; )",Republica Moldova
805,AMOXICILLINUM,202,,8057001,2027001,Amoxicilin,J01CA04,Full,pentru tratamentul episodic,,"Zhuhai United Laboratories (Zhongshan) Co. Ltd, China",China
805,AMOXICILLINUM,202,,8057003,2027003,Amoxicilină,J01CA04,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: North China Pharmaceutical Co., Ltd, China; )",China
,AMOXICILLINUM,202,,,2028003,Amoxicillin,J01CA04,Full,pentru tratamentul episodic,,"Hemofarm AD, Serbia(PROD: Hemofarm AD, Serbia; )",Serbia
,AMOXICILLINUM,202,,,2021002,Bactox,J01CA04,Full,pentru tratamentul episodic,,"Laboratoire Innotech International (prod.: Innothera Chouzy, Franţa)",Franţa
,AMOXICILLINUM,202,,,2028002,Bactox,J01CA04,Full,pentru tratamentul episodic,,"Laboratoire Innotech International (prod.: Innothera Chouzy, Franţa)",Franţa
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8063001,2283001,Augmentin®,J01CR02,Full,pentru tratamentul episodic,,"Beecham Group PLC , Marea Britanie(PROD: Glaxo Wellcome Production, Franţa; ,SmithKline Beecham Pharmaceutcals, Marea Britanie; )",Marea Britanie
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8063002,2283002,Klamoks®,J01CR02,Full,pentru tratamentul episodic,,"Bilim Pharmaceuticals AS (prod.: Bilim Ilac Sanayi Ve Ticaret A.S., Turcia)",Turcia
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8063003,2283003,Medoclav® 500 mg/125 mg,J01CR02,Full,pentru tratamentul episodic,,Medochemie Ltd,Cipru
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8063006,2283006,Betaklav®,J01CR02,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8064003,2284003,Augmentin®,J01CR02,Full,pentru tratamentul episodic,,"Beecham Group PLC  (prod.: SmithKline Beecham Ltd, Marea Britanie)",Marea Britanie
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8064004,2284004,Klamoks® BID 1000 mg,J01CR02,Full,pentru tratamentul episodic,,Bilim  Ilac Sanayi Ve Ticaret A.Ș,Turcia
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8064004,2284004,Klamoks® BID 1000 mg,J01CR02,Full,pentru tratamentul episodic,,Bilim  Ilac Sanayi Ve Ticaret A.Ș,Turcia
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8064006,2284006,Medoclav® 875 mg/125 mg,J01CR02,Full,pentru tratamentul episodic,,Medochemie Ltd,Cipru
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8064007,2284007,Betaklav®,J01CR02,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8064009,2284009,Amoksiklav® Quicktab® 875 mg/125 mg,J01CR02,Full,pentru tratamentul episodic,,"Lek Pharmaceuticals d.d./Ljubljana, Slovenia(PROD: Lek Pharmaceuticals d.d., Penicillin Production Plant, Slovenia; )",Slovenia
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8066001,2286001,Amoxicilină cu Acid clavulanic,J01CR02,Full,pentru tratamentul episodic,,Zhuhai United Laboratories (Zhongshan) Co. Ltd,China
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8066004,2286004,Amoxiplus® 1000 mg/200 mg pulbere pentru soluție injectabilă/perfuzabilă,J01CR02,Full,pentru tratamentul episodic,,"Antibiotice SA  SC, România(PROD: Antibiotice SA SC, România; )",România
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8066005,2286005,Amoxicillin & Clavulanic acid 1000 mg/200 mg,J01CR02,Full,pentru tratamentul episodic,,"Dita EstFarm SRL, Republica Moldova(PROD: Reyoung Pharmaceutical Co. Ltd., China; )",Republica Moldova
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8066005,2286005,Amoxicillin & Clavulanic acid 1000 mg/200 mg,J01CR02,Full,pentru tratamentul episodic,,"Dita EstFarm SRL, Republica Moldova(PROD: Reyoung Pharmaceutical Co. Ltd., China; )",Republica Moldova
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8066006,2286006,"Medoclav® 1,2 g",J01CR02,Full,pentru tratamentul episodic,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,,2281003,Klamoks® BID Fort,J01CR02,Full,pentru tratamentul episodic,,Bilim  Ilac Sanayi Ve Ticaret A.Ș,Turcia
,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,,2281005,Betaklav®,J01CR02,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,,2281006,Amoksiklav® 2x,J01CR02,Full,pentru tratamentul episodic,,"Lek Pharmaceuticals d.d. (prod.: Lek Pharmaceuticals d.d., Penicillin Production Plant, Slovenia)",Slovenia
,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,,2281007,Augmentin BIS 400 mg/57 mg/5 ml pulbere pentru suspensie orală (aroma de fructe mixte),J01CR02,Full,pentru tratamentul episodic,,"Laboratoire GlaxoSmithKline, Franţa(PROD: Glaxo Wellcome Production, Franţa; ,SmithKline Beecham Pharmaceuticals, Marea Britanie; )",Franţa
,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,,2282001,Klamoks® BID,J01CR02,Full,pentru tratamentul episodic,,Bilim  Ilac Sanayi Ve Ticaret A.Ș,Turcia
,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,,2284002,Klamoks® ES,J01CR02,Full,pentru tratamentul episodic,,"Bilim Pharmaceuticals A.Ș. (prod.: Bilim Pharmaceuticals A.Ș., Turcia)",Turcia
,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,,2284010,Amoklavin ES,J01CR02,Full,pentru tratamentul episodic,,"Deva Holding A.Ş. , Turcia(PROD: Deva Holding A.Ș., Turcia; )",Turcia
807,AMPICILLINUM,907,,8071002,9071002,Ampicilină Atb® 250 mg capsule,J01CA01,Full,pentru tratamentul episodic,,"Antibiotice SA, SC",România
807,AMPICILLINUM,907,,8072002,9072002,Ampicilină Atb® 500 mg capsule,J01CA01,Full,pentru tratamentul episodic,,"Antibiotice SA, SC",România
807,AMPICILLINUM,907,,8073001,9073001,Ampicillin,J01CA01,Full,pentru tratamentul episodic,,Kievmedpreparat SAP,Ucraina
807,AMPICILLINUM,907,,8073002,9076005,Ampicillin,J01CA01,Full,pentru tratamentul episodic,,"Kievmedpreparat SAP, Ucraina(PROD: Kievmedpreparat SAP, Ucraina; )",Ucraina
807,AMPICILLINUM,907,,8076002,9076002,Ampicillin 1 g,J01CA01,Full,pentru tratamentul episodic,,"Dita EstFarm SRL, Republica Moldova(PROD: Reyoung Pharmaceutical Co. Ltd., China; )",Republica Moldova
078,ANASTROZOLUM,,,0781001,,Anastrozol,L02BG03,Full,Pentru tratamentul maladiilor oncologice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
087,APIXABANUM,,,0871001,,Emboquis,B01AF02,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
087,APIXABANUM,,,0872001,,Emboquis,B01AF02,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
525,ARIPIPRAZOLUM,,,5251001,,Amdoal®,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",Ungaria
525,ARIPIPRAZOLUM,,,5251003,,Abizol EasyTab,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret AŞ, Turcia; )",Turcia
525,ARIPIPRAZOLUM,,,5251004,,Aripas,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Ali Raif Ilaç Sanayi A.Ş., Turcia(PROD: Ali Raif Ilaç Sanayi A.Ş., Turcia; )",Turcia
525,ARIPIPRAZOLUM,,,5252001,,Amdoal®,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",Ungaria
525,ARIPIPRAZOLUM,,,5252003,,Abizol EasyTab,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret AŞ, Turcia; )",Turcia
525,ARIPIPRAZOLUM,,,5252004,,Aripas,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Ali Raif Ilaç Sanayi A.Ş., Turcia(PROD: Ali Raif Ilaç Sanayi A.Ş., Turcia; )",Turcia
525,ARIPIPRAZOLUM,,,5253001,,Abizol EasyTab,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret AŞ, Turcia; )",Turcia
808,AZITHROMYCINUM,229,,8083003,2293003,Azimac®,J01FA10,Full,pentru tratamentul episodic,,GM Pharmaceuticals Ltd.,Georgia
808,AZITHROMYCINUM,229,,8083005,2293005,Azinfexin™,J01FA10,Full,pentru tratamentul episodic,,"Deva Holding A.Ş., Turcia",Turcia
808,AZITHROMYCINUM,229,,8083009,2293009,Hemomycin,J01FA10,Full,pentru tratamentul episodic,,Hemofarm AD,Serbia
808,AZITHROMYCINUM,229,,8083010,2293010,Ziomycin®,J01FA10,Full,pentru tratamentul episodic,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
808,AZITHROMYCINUM,229,,8083011,2293011,ZytroBact,J01FA10,Full,pentru tratamentul episodic,,"Î.C.S. Eurofarmaco S.A., Republica Moldova(PROD: Î.C.S. Eurofarmaco S.A., Republica Moldova; )",Republica Moldova
808,AZITHROMYCINUM,229,,8083013,2293013,Azitromicină-BP,J01FA10,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
808,AZITHROMYCINUM,229,,8084002,2294002,Azax® 500 mg,J01FA10,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret AŞ (prod.: Nobelfarma Ilac Sanayii ve Ticaret AŞ, Turcia)",Turcia
808,AZITHROMYCINUM,229,,8084003,2294003,Azibiot®,J01FA10,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto (prod.: KRKA d.d., Novo mesto, Slovenia; KRKA Polska Sp. z.o.o., Polonia)",Slovenia
808,AZITHROMYCINUM,229,,8084006,2294006,Azimac®,J01FA10,Full,pentru tratamentul episodic,,GM Pharmaceuticals Ltd.,Georgia
808,AZITHROMYCINUM,229,,8084007,2294007,Azinfexin™,J01FA10,Full,pentru tratamentul episodic,,"Deva Holding A.Ş., Turcia",Turcia
