CodDiagnostic,DenDiagnostic,DenSubClasaDiagnostic,DenClasaDiagnostic
A680,Febra recurenta [borrelioza] prin paduche,Alte boli prin spirochete,Boli infectioase si parazitare
A681,Febra recurenta [borrelioza] prin capuse,Alte boli prin spirochete,Boli infectioase si parazitare
A689,Febra recurenta [borrelioza] fara precizare,Alte boli prin spirochete,Boli infectioase si parazitare
A690,Stomatita ulcero-necrotica,Alte boli prin spirochete,Boli infectioase si parazitare
A691,Alte infectii Vincent,Alte boli prin spirochete,Boli infectioase si parazitare
A692,Boala Lyme,Alte boli prin spirochete,Boli infectioase si parazitare
A698,Alte infectii precizate cu spirochete,Alte boli prin spirochete,Boli infectioase si parazitare
A699,"Infectia cu spirochete , fara precizare",Alte boli prin spirochete,Boli infectioase si parazitare
A70,Infectia cu Chlamydia psittaci,Alte boli prin Chlamydia,Boli infectioase si parazitare
A710,Faza initiala a trahomului,Alte boli prin Chlamydia,Boli infectioase si parazitare
A711,Faza activa a trahomului,Alte boli prin Chlamydia,Boli infectioase si parazitare
A719,"Trahomul , fara precizare",Alte boli prin Chlamydia,Boli infectioase si parazitare
A740+,Conjunctivita prin Chlamydia (H13.1*),Alte boli prin Chlamydia,Boli infectioase si parazitare
A748,Alte afectiuni precizate cu Chlamydia,Alte boli prin Chlamydia,Boli infectioase si parazitare
A749,"Infectia cu Chlamydia , fara precizare",Alte boli prin Chlamydia,Boli infectioase si parazitare
A750,"Tifosul exantematic de paduche , prin Rickettsia prowazekii",Rickettsioze,Boli infectioase si parazitare
A751,Tifosul recrudescent [boala Brill],Rickettsioze,Boli infectioase si parazitare
A752,Tifosul prin Rickettsia typhi,Rickettsioze,Boli infectioase si parazitare
A753,Tifosul cu Rickettsia tsutsugamushi,Rickettsioze,Boli infectioase si parazitare
A759,"Tifos, fara precizare",Rickettsioze,Boli infectioase si parazitare
A770,Febra purpurie prin Rickettsia rickettsii,Rickettsioze,Boli infectioase si parazitare
A771,Febra purpurie prin Rickettsia conorii,Rickettsioze,Boli infectioase si parazitare
A772,Febra purpurie prin Rickettsia siberica,Rickettsioze,Boli infectioase si parazitare
A773,Febra purpurie prin Rickettsia australis,Rickettsioze,Boli infectioase si parazitare
A778,Alte febre purpurii,Rickettsioze,Boli infectioase si parazitare
A779,"Febra purpurie, fara precizare",Rickettsioze,Boli infectioase si parazitare
A78,Febra Q,Rickettsioze,Boli infectioase si parazitare
A790,Febra de transee,Rickettsioze,Boli infectioase si parazitare
A791,Rickettsioza variceliforma prin Rickettsia akari,Rickettsioze,Boli infectioase si parazitare
A798,Alte tipuri de rickettsioze,Rickettsioze,Boli infectioase si parazitare
A799,"Rickettsioza , fara precizare",Rickettsioze,Boli infectioase si parazitare
A800,"Poliomielita paralitica acuta, asociata virusului vaccinal",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A801,"Poliomielita paralitica acuta, cu virus salbatic importat",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A802,"Poliomielita paralitica acuta, cu virus salbatic indigen",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A803,"Poliomielita paralitica acuta , alte si fara precizare",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A804,Poliomielita acuta neparalitica,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A809,"Poliomielita acuta, fara precizare",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A810,Boala Creutzfeldt-Jakob,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A811,Panencefalita sclerozanta subacuta,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A812,Leucoencefalopatia multifocala progresiva,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A818,Alte infectii cu virusi lenti ale sistemului nervos central,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A819,"Infectia cu virus lent , fara precizare",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A820,Rabia de padure,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A821,Rabia de strada (rabia citadina),Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A829,"Rabia, fara precizare",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A830,Encefalita japoneza,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A831,Encefalita ecvina occidentala,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A832,Encefalita ecvina orientala,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A833,Encefalita de Saint-Louis,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A834,Encefalita australiana,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A835,Encefalita de California,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A836,Boala virotica Rocio,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A838,Alte encefalite virale transmise de tantari,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A839,"Encefalita virala transmisa de tantari, fara precizare",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A840,Encefalita de taiga [encefalita primavara-estivala rusa],Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A841,"Encefalita Europei centrale, transmisa de capuse",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A848,Alte encefalite cu virus transmis de capuse,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A849,"Encefalita cu virus transmis de capuse, fara precizare",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A850+,Encefalita cu enterovirus (G05.1*),Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A851+,Encefalita cu adenovirus (G05.1*),Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A852,"Encefalita cu virus transmis de artropode , fara precizare",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A858,"Alte encefalite virale, precizate",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A86,"Encefalita virala, fara precizare",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A870+,Meningita cu enterovirus (G02.0*),Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A871+,Meningita cu adenovirus (G02.0*),Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A872,Choriomeningita limfocitara,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A878,Alte meningite virale,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A879,"Meningita virala , fara precizare",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A880,Febra exantematoasa cu enterovirus [exantemul de Boston],Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A881,Vertigo epidemic,Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A888,"Alte infectii precizate cu virusul sistemului nervos, neclasate la alte locuri",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A89,"Infectiile cu virus ale sistemului nervos, fara precizare",Infectii virale ale sistemului nervos,Boli infectioase si parazitare
A90,Denga (denga clasica),Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A91,Febra hemoragica datorita virusului de denga,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A920,Febra de Chikcungunya,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A921,Febra O'nyong-nyong,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A922,Febra ecvina de Venezuela,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A923,Febra cu virus West Nile,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A924,Febra de Rift Valley,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A928,"Alte febre cu virus precizat, transmis de tantari",Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A929,"Febra cu virus transmis de tantari, fara precizare",Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A930,Febra de Oropouche,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A931,Febra de Phlebotomus,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A932,Febra de capuse Colorado,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A938,"Alte febre cu virus precizat , transmis de artropode, neclasate la alte locuri",Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A94,"Febra cu virus, transmis de artropode, fara precizare",Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A950,Febra galbena silvestra,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A951,Febra galbena citadina,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A959,"Febra galbena, fara precizare",Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A960,Febra hemoragica Junin,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A961,Febra hemoragica de Machupo,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A962,Febra de Lassa,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A968,Alte febre hemoragice cu Arenavirus,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A969,"Febra hemoragica cu Arenavirus , fara precizare",Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A980,Febra hemoragica de Crimeia [de Congo],Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A981,Febra hemoragica de Omsk,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A982,"Febra, boala de padurea Kyasanur",Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A983,"Febra, boala de Marburg",Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A984,"Febra, boala cu virusul Ebola",Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A985,Febra hemoragica cu sindrom renal,Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A988,"Alte febre hemoragice cu virus precizat , neclasate la alte locuri",Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
A99,"Febre hemoragice cu virus, fara precizare",Febre virale transmise de artropode si febre virale hemoragice,Boli infectioase si parazitare
B000,Eczema herpetica,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B001,Dermita veziculara datorita virusului herpetic,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B002,Gingivo-stomatita si faringo-amigdalita cu virusul herpetic,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B003+,Meningita cu virusul herpetic (G02.0*),Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B004+,Encefalita cu virusul herpetic (G05.1*),Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B005+,Afectiuni oculare cu virusul herpetic,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B007,Boala diseminata cu virusul herpetic,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B008,Alte forme de infectii cu virusul herpetic,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B009,"Infectia prin virusul herpetic, fara precizare",Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B010+,Meningita variceloasa (G02.0*),Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B011+,Encefalita variceloasa (G05.1*),Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B012+,Pneumopatia variceloasa (J17.1*),Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B018,Varicela cu alte complicatii,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B019,Varicela fara complicatii,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B020+,Encefalita zosteriana (G05.1*),Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B021+,Meningita zosteriana (G02.0*),Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B022+,Zona insotita de alte manifestari neurologice,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B023+,Zona oftalmica,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B027,Zona diseminata,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B028,Zona cu alte complicatii,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B029,"Zona, fara complicatii",Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B03,Variola,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
B04,Infectii cu variola de maimute,Infectii virale caracterizate prin leziuni cutanate si mucoase,Boli infectioase si parazitare
